epoch,training accuracy,training loss,training error,validation accuracy,validation loss,validation error,learning rate,time,test accuracy,test loss,test error
1,0.4732,1.3815,1.2468,0.5556,1.2472,1.1776,0.0010000,267,,,
2,0.5602,1.1869,1.1634,0.5706,1.2126,1.1548,0.0010000,517,,,
3,0.6025,0.9490,0.9011,0.5821,1.1657,1.1296,0.0010000,759,,,
4,0.6304,1.0214,0.8778,0.5976,1.1161,1.0983,0.0010000,993,,,
5,0.6607,0.9490,0.8503,0.6151,1.0633,1.0650,0.0010000,1221,,,
6,0.6799,0.7416,0.7664,0.6396,1.0027,1.0187,0.0010000,1445,,,
7,0.6841,1.0130,0.9505,0.6652,0.9393,0.9693,0.0010000,1671,,,
8,0.6998,0.6150,0.6959,0.7037,0.8692,0.9123,0.0010000,1889,,,
9,0.7071,0.7188,0.7205,0.7237,0.8000,0.8452,0.0010000,2107,,,
10,0.7177,0.7749,0.7324,0.7467,0.7398,0.7773,0.0010000,2403,0.7517,0.7396,0.7714
11,0.7266,0.6939,0.7613,0.7598,0.6914,0.7128,0.0009044,2619,,,
12,0.7317,0.6379,0.6832,0.7668,0.6579,0.6719,0.0009044,2833,,,
13,0.7384,0.5017,0.5787,0.7743,0.6323,0.6409,0.0009044,3047,,,
14,0.7431,0.6607,0.6869,0.7818,0.6124,0.6193,0.0009044,3262,,,
15,0.7530,0.6032,0.6519,0.7858,0.5958,0.6008,0.0009044,3476,,,
16,0.7523,0.7213,0.6307,0.7913,0.5824,0.5884,0.0009044,3689,,,
17,0.7565,0.9846,0.8888,0.7978,0.5688,0.5755,0.0009044,3903,,,
18,0.7621,0.6863,0.6165,0.8023,0.5559,0.5617,0.0009044,4120,,,
19,0.7698,0.5755,0.6369,0.8058,0.5465,0.5507,0.0009044,4335,,,
20,0.7704,0.7061,0.6308,0.8093,0.5368,0.5413,0.0009044,4629,0.8165,0.5466,0.5354
21,0.7688,0.6184,0.6579,0.8103,0.5302,0.5357,0.0008179,4842,,,
22,0.7715,0.5157,0.5290,0.8173,0.5239,0.5303,0.0008179,5054,,,
23,0.7794,0.8262,0.6781,0.8233,0.5182,0.5235,0.0008179,5264,,,
24,0.7854,0.5512,0.5669,0.8198,0.5126,0.5164,0.0008179,5471,,,
25,0.7827,0.4505,0.5477,0.8233,0.5049,0.5081,0.0008179,5677,,,
26,0.7889,0.6358,0.6156,0.8283,0.4986,0.5000,0.0008179,5883,,,
27,0.7854,0.5793,0.5910,0.8323,0.4931,0.4943,0.0008179,6088,,,
28,0.7865,0.5766,0.5624,0.8343,0.4911,0.4898,0.0008179,6293,,,
29,0.7989,0.5705,0.5880,0.8368,0.4879,0.4868,0.0008179,6498,,,
30,0.7942,0.6616,0.6484,0.8373,0.4865,0.4839,0.0008179,6799,0.8373,0.4969,0.4770
31,0.7910,0.3022,0.3826,0.8373,0.4813,0.4778,0.0007397,7011,,,
32,0.7941,0.5064,0.5709,0.8383,0.4766,0.4721,0.0007397,7221,,,
33,0.7965,0.7470,0.6654,0.8428,0.4729,0.4673,0.0007397,7428,,,
34,0.7987,0.3775,0.3968,0.8443,0.4728,0.4659,0.0007397,7629,,,
35,0.8064,0.4619,0.4694,0.8443,0.4692,0.4622,0.0007397,7830,,,
36,0.8006,0.7377,0.6127,0.8458,0.4652,0.4586,0.0007397,8029,,,
37,0.8058,0.5313,0.5462,0.8433,0.4626,0.4543,0.0007397,8229,,,
38,0.8106,0.3819,0.4697,0.8453,0.4612,0.4534,0.0007397,8428,,,
39,0.8029,0.5104,0.5384,0.8473,0.4593,0.4504,0.0007397,8626,,,
40,0.8088,0.5675,0.5868,0.8463,0.4552,0.4475,0.0007397,8906,0.8445,0.4724,0.4457
41,0.8120,0.4226,0.5312,0.8453,0.4534,0.4453,0.0006690,9105,,,
42,0.8145,0.4446,0.4629,0.8473,0.4502,0.4416,0.0006690,9304,,,
43,0.8155,0.6879,0.6436,0.8509,0.4486,0.4397,0.0006690,9501,,,
44,0.8119,0.6181,0.6402,0.8534,0.4450,0.4372,0.0006690,9701,,,
45,0.8086,0.5082,0.5259,0.8498,0.4438,0.4355,0.0006690,9898,,,
46,0.8153,0.3718,0.3797,0.8529,0.4415,0.4329,0.0006690,10095,,,
47,0.8181,0.5746,0.5010,0.8549,0.4369,0.4302,0.0006690,10294,,,
48,0.8228,0.4691,0.4606,0.8599,0.4343,0.4272,0.0006690,10493,,,
49,0.8153,0.7822,0.6909,0.8609,0.4335,0.4261,0.0006690,10693,,,
50,0.8240,0.5542,0.5431,0.8619,0.4344,0.4240,0.0006690,10971,0.8529,0.4522,0.4251
FINAL TEST,,,,,,,,11052,0.8529,0.4522,0.4251
