epoch,training accuracy,training loss,training error,validation accuracy,validation loss,validation error,learning rate,time,test accuracy,test loss,test error
1,0.4669,1.3563,1.3164,0.5255,1.2935,1.1572,0.0010000,328,,,
2,0.5559,1.0610,1.0171,0.5340,1.2630,1.1372,0.0010000,645,,,
3,0.6145,1.0058,0.9841,0.5465,1.2206,1.1129,0.0010000,950,,,
4,0.6482,0.7439,0.8267,0.5681,1.1739,1.0807,0.0010000,1248,,,
5,0.6718,0.9290,0.8669,0.5871,1.1265,1.0436,0.0010000,1540,,,
6,0.6966,0.9766,0.9104,0.6111,1.0662,0.9943,0.0010000,1827,,,
7,0.7079,0.9564,0.9677,0.6426,1.0006,0.9353,0.0010000,2110,,,
8,0.7129,0.8110,0.7894,0.6727,0.9219,0.8665,0.0010000,2392,,,
9,0.7355,0.6734,0.6591,0.7037,0.8346,0.7878,0.0010000,2670,,,
10,0.7361,0.7269,0.7253,0.7362,0.7546,0.7110,0.0010000,3042,0.7334,0.7679,0.7102
11,0.7482,0.4348,0.5471,0.7578,0.6888,0.6444,0.0009044,3315,,,
12,0.7532,0.9848,0.8370,0.7693,0.6495,0.6035,0.0009044,3587,,,
13,0.7619,0.8075,0.7169,0.7828,0.6216,0.5737,0.0009044,3859,,,
14,0.7590,0.7277,0.6652,0.7953,0.5946,0.5499,0.0009044,4127,,,
15,0.7696,0.4909,0.5718,0.7988,0.5708,0.5297,0.0009044,4395,,,
16,0.7758,0.4119,0.5120,0.8053,0.5556,0.5142,0.0009044,4663,,,
17,0.7781,0.3685,0.4075,0.8138,0.5393,0.4998,0.0009044,4928,,,
18,0.7883,0.6143,0.5868,0.8178,0.5281,0.4884,0.0009044,5192,,,
19,0.7882,0.6468,0.6298,0.8228,0.5133,0.4771,0.0009044,5458,,,
20,0.7797,0.6754,0.7040,0.8248,0.5025,0.4684,0.0009044,5817,0.8283,0.5164,0.4693
21,0.7933,0.5159,0.5632,0.8303,0.4964,0.4612,0.0008179,6081,,,
22,0.7858,0.4829,0.5588,0.8323,0.4879,0.4537,0.0008179,6343,,,
23,0.7954,0.6410,0.6970,0.8383,0.4800,0.4467,0.0008179,6606,,,
24,0.7999,0.5385,0.6324,0.8408,0.4735,0.4402,0.0008179,6868,,,
25,0.7986,0.5337,0.5835,0.8443,0.4700,0.4355,0.0008179,7130,,,
26,0.8022,0.4983,0.5174,0.8468,0.4645,0.4311,0.0008179,7391,,,
27,0.8026,0.4265,0.4486,0.8458,0.4610,0.4273,0.0008179,7650,,,
28,0.8033,0.5969,0.6144,0.8468,0.4594,0.4238,0.0008179,7913,,,
29,0.8100,0.3939,0.4163,0.8483,0.4563,0.4190,0.0008179,8171,,,
30,0.8064,0.4309,0.4593,0.8498,0.4566,0.4167,0.0008179,8524,0.8452,0.4682,0.4223
31,0.8170,0.6223,0.6441,0.8483,0.4523,0.4120,0.0007397,8780,,,
32,0.8112,0.6910,0.6058,0.8514,0.4487,0.4076,0.0007397,9038,,,
33,0.8143,0.4048,0.4849,0.8559,0.4437,0.4033,0.0007397,9292,,,
34,0.8129,0.5068,0.5297,0.8589,0.4419,0.4000,0.0007397,9547,,,
35,0.8195,0.3209,0.4095,0.8594,0.4393,0.3976,0.0007397,9803,,,
36,0.8166,0.5741,0.5457,0.8604,0.4374,0.3944,0.0007397,10057,,,
37,0.8121,0.6040,0.6152,0.8569,0.4342,0.3926,0.0007397,10312,,,
38,0.8224,0.5042,0.5647,0.8564,0.4304,0.3904,0.0007397,10567,,,
39,0.8277,0.5816,0.4340,0.8554,0.4278,0.3886,0.0007397,10819,,,
40,0.8241,0.3755,0.4306,0.8614,0.4233,0.3852,0.0007397,11167,0.8544,0.4399,0.3958
41,0.8316,0.6990,0.6487,0.8604,0.4179,0.3830,0.0006690,11418,,,
42,0.8276,0.4161,0.4414,0.8649,0.4167,0.3817,0.0006690,11672,,,
43,0.8305,0.5575,0.5096,0.8644,0.4174,0.3810,0.0006690,11924,,,
44,0.8290,0.3453,0.3371,0.8639,0.4163,0.3791,0.0006690,12178,,,
45,0.8313,0.5903,0.5476,0.8669,0.4113,0.3744,0.0006690,12429,,,
46,0.8368,0.4770,0.4823,0.8669,0.4091,0.3713,0.0006690,12679,,,
47,0.8335,0.3896,0.3990,0.8664,0.4063,0.3683,0.0006690,12931,,,
48,0.8373,0.4737,0.5046,0.8689,0.4040,0.3661,0.0006690,13181,,,
49,0.8379,0.5645,0.5497,0.8674,0.4023,0.3643,0.0006690,13430,,,
50,0.8380,0.4358,0.3731,0.8699,0.4026,0.3640,0.0006690,13774,0.8607,0.4224,0.3793
FINAL TEST,,,,,,,,13870,0.8607,0.4224,0.3793
