epoch,training accuracy,training loss,training error,validation accuracy,validation loss,validation error,learning rate,time,test accuracy,test loss,test error
1,0.4599,1.3925,1.2891,0.5406,1.2954,1.2017,0.0010000,96,,,
2,0.5261,1.4286,1.2727,0.5529,1.2593,1.1855,0.0010000,188,,,
3,0.5717,0.8815,0.8706,0.5668,1.2178,1.1641,0.0010000,284,,,
4,0.6082,1.1199,0.9691,0.5857,1.1712,1.1365,0.0010000,377,,,
5,0.6385,0.9358,0.9612,0.6054,1.1246,1.1109,0.0010000,469,,,
6,0.6515,0.9490,0.9612,0.6295,1.0712,1.0784,0.0010000,560,,,
7,0.6725,0.9107,0.8069,0.6581,1.0094,1.0340,0.0010000,651,,,
8,0.6783,0.7349,0.7322,0.6841,0.9405,0.9771,0.0010000,741,,,
9,0.6808,0.7815,0.7390,0.7093,0.8697,0.9113,0.0010000,832,,,
10,0.7037,1.1790,0.9323,0.7309,0.7995,0.8374,0.0010000,951,0.7320,0.8080,0.8421
11,0.7155,0.7386,0.7348,0.7473,0.7394,0.7616,0.0009044,1041,,,
12,0.7236,0.7398,0.7017,0.7629,0.6937,0.7022,0.0009044,1131,,,
13,0.7239,0.8885,0.6874,0.7735,0.6617,0.6648,0.0009044,1221,,,
14,0.7327,0.7875,0.6899,0.7836,0.6362,0.6354,0.0009044,1311,,,
15,0.7364,0.7958,0.7204,0.7913,0.6151,0.6108,0.0009044,1402,,,
16,0.7422,0.9435,0.7963,0.7937,0.6036,0.5932,0.0009044,1493,,,
17,0.7489,0.8407,0.7845,0.7982,0.5916,0.5769,0.0009044,1583,,,
18,0.7442,0.7396,0.7037,0.8051,0.5778,0.5617,0.0009044,1673,,,
19,0.7467,0.5201,0.5471,0.8089,0.5652,0.5482,0.0009044,1764,,,
20,0.7531,0.5248,0.5280,0.8130,0.5541,0.5352,0.0009044,1884,0.8081,0.5746,0.5451
21,0.7603,0.6652,0.6611,0.8172,0.5438,0.5241,0.0008179,1974,,,
22,0.7749,0.4312,0.4947,0.8187,0.5372,0.5170,0.0008179,2063,,,
23,0.7691,0.6354,0.6579,0.8219,0.5295,0.5090,0.0008179,2152,,,
24,0.7769,0.8322,0.7051,0.8243,0.5247,0.5025,0.0008179,2240,,,
25,0.7790,0.4791,0.5025,0.8258,0.5191,0.4959,0.0008179,2329,,,
26,0.7690,0.7734,0.7077,0.8287,0.5142,0.4898,0.0008179,2419,,,
27,0.7851,0.5830,0.5774,0.8308,0.5090,0.4860,0.0008179,2509,,,
28,0.7791,0.5169,0.5175,0.8327,0.5024,0.4808,0.0008179,2599,,,
29,0.7834,0.5426,0.5490,0.8358,0.4983,0.4758,0.0008179,2689,,,
30,0.7830,0.6761,0.6164,0.8372,0.4945,0.4723,0.0008179,2807,0.8306,0.5151,0.4815
31,0.7785,0.7341,0.6276,0.8407,0.4866,0.4672,0.0007397,2897,,,
32,0.7903,0.4184,0.4170,0.8417,0.4837,0.4640,0.0007397,2986,,,
33,0.7852,0.3828,0.4767,0.8417,0.4814,0.4609,0.0007397,3075,,,
34,0.7956,0.6295,0.5654,0.8428,0.4818,0.4577,0.0007397,3165,,,
35,0.8010,0.6046,0.5625,0.8436,0.4777,0.4534,0.0007397,3254,,,
36,0.7972,0.5555,0.5332,0.8440,0.4738,0.4502,0.0007397,3344,,,
37,0.7987,0.5747,0.5297,0.8433,0.4725,0.4480,0.0007397,3434,,,
38,0.8023,0.6562,0.5669,0.8440,0.4683,0.4437,0.0007397,3522,,,
39,0.7975,0.4401,0.4562,0.8449,0.4642,0.4391,0.0007397,3612,,,
40,0.8051,0.6061,0.5937,0.8456,0.4620,0.4360,0.0007397,3730,0.8412,0.4791,0.4439
41,0.8095,0.4498,0.4546,0.8472,0.4596,0.4309,0.0006690,3818,,,
42,0.8073,0.4087,0.4882,0.8460,0.4591,0.4286,0.0006690,3907,,,
43,0.8066,0.5923,0.5800,0.8474,0.4572,0.4264,0.0006690,3995,,,
44,0.8085,0.4889,0.4783,0.8469,0.4551,0.4255,0.0006690,4084,,,
45,0.8140,0.6481,0.4973,0.8492,0.4532,0.4232,0.0006690,4173,,,
46,0.8094,0.4022,0.4276,0.8496,0.4503,0.4220,0.0006690,4262,,,
47,0.8116,0.4925,0.5424,0.8506,0.4480,0.4193,0.0006690,4352,,,
48,0.8145,0.3549,0.3764,0.8503,0.4477,0.4186,0.0006690,4441,,,
49,0.8138,0.4844,0.4822,0.8515,0.4454,0.4160,0.0006690,4530,,,
50,0.8122,0.5404,0.5210,0.8537,0.4460,0.4167,0.0006690,4649,0.8494,0.4599,0.4233
