epoch,training accuracy,training loss,training error,validation accuracy,validation loss,validation error,learning rate,time,test accuracy,test loss,test error
1,0.4336,1.5023,1.2925,0.5185,1.3436,1.1799,0.0010000,227,,,
2,0.5337,1.2972,1.2006,0.5351,1.2965,1.1573,0.0010000,452,,,
3,0.5763,1.0633,0.9688,0.5523,1.2480,1.1341,0.0010000,669,,,
4,0.6070,0.9417,0.9396,0.5763,1.1915,1.1085,0.0010000,885,,,
5,0.6374,0.9243,0.9581,0.5963,1.1255,1.0774,0.0010000,1102,,,
6,0.6653,1.2049,1.0089,0.6229,1.0635,1.0398,0.0010000,1315,,,
7,0.6707,0.9170,0.9273,0.6532,0.9908,0.9911,0.0010000,1527,,,
8,0.6950,0.7168,0.7080,0.6803,0.9124,0.9313,0.0010000,1737,,,
9,0.7114,0.7829,0.8079,0.7122,0.8349,0.8586,0.0010000,1948,,,
10,0.7199,0.7620,0.7063,0.7366,0.7633,0.7799,0.0010000,2205,0.7318,0.7762,0.7855
11,0.7294,0.5884,0.6009,0.7536,0.7059,0.6981,0.0009044,2414,,,
12,0.7387,0.7276,0.7160,0.7658,0.6687,0.6445,0.0009044,2621,,,
13,0.7354,0.8637,0.7494,0.7775,0.6423,0.6062,0.0009044,2829,,,
14,0.7456,0.6078,0.5763,0.7878,0.6208,0.5769,0.0009044,3037,,,
15,0.7528,0.5890,0.6092,0.7947,0.6037,0.5489,0.0009044,3244,,,
16,0.7567,0.4502,0.4335,0.8009,0.5923,0.5296,0.0009044,3451,,,
17,0.7650,0.9037,0.7620,0.8051,0.5809,0.5116,0.0009044,3658,,,
18,0.7656,0.8032,0.6931,0.8076,0.5763,0.4986,0.0009044,3865,,,
19,0.7767,0.6705,0.6256,0.8102,0.5689,0.4855,0.0009044,4071,,,
20,0.7762,0.7250,0.6690,0.8152,0.5620,0.4745,0.0009044,4326,0.8060,0.5903,0.4857
21,0.7924,0.6326,0.5935,0.8153,0.5593,0.4676,0.0008179,4532,,,
22,0.7866,0.8397,0.7084,0.8164,0.5525,0.4592,0.0008179,4738,,,
23,0.7915,0.7943,0.7272,0.8188,0.5441,0.4501,0.0008179,4945,,,
24,0.7943,0.5827,0.5334,0.8213,0.5396,0.4417,0.0008179,5151,,,
25,0.7984,0.5692,0.5740,0.8240,0.5343,0.4358,0.0008179,5356,,,
26,0.8005,0.4360,0.4225,0.8244,0.5327,0.4302,0.0008179,5563,,,
27,0.8006,0.5617,0.5818,0.8267,0.5276,0.4254,0.0008179,5769,,,
28,0.8003,0.5318,0.5369,0.8264,0.5216,0.4210,0.0008179,5974,,,
29,0.8033,0.7167,0.6116,0.8309,0.5149,0.4160,0.0008179,6179,,,
30,0.8074,0.5057,0.4731,0.8316,0.5139,0.4110,0.0008179,6432,0.8328,0.5443,0.4189
31,0.8052,0.7335,0.6115,0.8348,0.5081,0.4080,0.0007397,6637,,,
32,0.8132,0.3927,0.4261,0.8359,0.5050,0.4047,0.0007397,6842,,,
33,0.8174,0.4929,0.4779,0.8369,0.5034,0.4012,0.0007397,7048,,,
34,0.8213,0.4159,0.3914,0.8395,0.5044,0.3981,0.0007397,7253,,,
35,0.8174,0.6387,0.5957,0.8396,0.5043,0.3966,0.0007397,7457,,,
36,0.8226,0.4411,0.4761,0.8397,0.5014,0.3932,0.0007397,7662,,,
37,0.8173,0.4377,0.4756,0.8391,0.4984,0.3909,0.0007397,7865,,,
38,0.8233,0.5450,0.5014,0.8406,0.4989,0.3882,0.0007397,8069,,,
39,0.8212,0.4062,0.3944,0.8407,0.5009,0.3865,0.0007397,8273,,,
40,0.8289,0.3513,0.3714,0.8425,0.4984,0.3834,0.0007397,8524,0.8424,0.5246,0.3892
41,0.8228,0.7551,0.5587,0.8434,0.4997,0.3812,0.0006690,8727,,,
42,0.8281,0.3977,0.4597,0.8460,0.4974,0.3794,0.0006690,8930,,,
43,0.8319,0.5803,0.5151,0.8458,0.4939,0.3778,0.0006690,9134,,,
44,0.8317,0.3742,0.3443,0.8477,0.4913,0.3767,0.0006690,9338,,,
45,0.8346,0.3724,0.3413,0.8490,0.4879,0.3744,0.0006690,9541,,,
46,0.8343,0.5899,0.5038,0.8489,0.4871,0.3746,0.0006690,9743,,,
47,0.8385,0.2593,0.3139,0.8491,0.4906,0.3738,0.0006690,9945,,,
48,0.8335,0.6583,0.4754,0.8507,0.4851,0.3712,0.0006690,10148,,,
49,0.8393,0.5381,0.4270,0.8513,0.4812,0.3680,0.0006690,10350,,,
50,0.8369,0.3399,0.3662,0.8521,0.4782,0.3671,0.0006690,10601,0.8511,0.5057,0.3716
