epoch,training accuracy,training loss,training error,validation accuracy,validation loss,validation error,learning rate,time,test accuracy,test loss,test error
1,0.4306,1.5192,1.3818,0.5057,1.3825,1.2182,0.0010000,295,,,
2,0.5188,1.3172,1.2535,0.5197,1.3410,1.1999,0.0010000,588,,,
3,0.5699,1.1000,1.1405,0.5393,1.2882,1.1725,0.0010000,879,,,
4,0.6100,0.8893,0.8762,0.5576,1.2333,1.1384,0.0010000,1170,,,
5,0.6426,0.8354,0.8692,0.5798,1.1785,1.0967,0.0010000,1460,,,
6,0.6676,0.9534,0.8644,0.6025,1.1142,1.0482,0.0010000,1750,,,
7,0.6763,0.9037,0.9151,0.6335,1.0381,0.9888,0.0010000,2046,,,
8,0.6969,0.8725,0.7377,0.6619,0.9578,0.9184,0.0010000,2344,,,
9,0.6983,0.8967,0.8925,0.6918,0.8722,0.8412,0.0010000,2639,,,
10,0.7211,0.5186,0.6057,0.7193,0.7912,0.7624,0.0010000,3017,0.7174,0.8134,0.7723
11,0.7256,0.7118,0.6666,0.7481,0.7231,0.6900,0.0009044,3309,,,
12,0.7355,0.7531,0.6806,0.7682,0.6784,0.6396,0.0009044,3603,,,
13,0.7384,0.7518,0.6975,0.7805,0.6477,0.6048,0.0009044,3892,,,
14,0.7449,0.9705,0.8321,0.7890,0.6211,0.5786,0.0009044,4180,,,
15,0.7468,0.9977,0.9356,0.7945,0.6025,0.5579,0.0009044,4468,,,
16,0.7550,0.4188,0.4866,0.8001,0.5842,0.5402,0.0009044,4758,,,
17,0.7583,0.5945,0.5961,0.8057,0.5723,0.5249,0.0009044,5046,,,
18,0.7659,0.5736,0.5982,0.8114,0.5587,0.5122,0.0009044,5334,,,
19,0.7681,0.8861,0.8209,0.8136,0.5482,0.5002,0.0009044,5620,,,
20,0.7732,0.7018,0.6729,0.8176,0.5387,0.4901,0.0009044,5983,0.8118,0.5675,0.5008
21,0.7765,0.8515,0.7266,0.8214,0.5322,0.4823,0.0008179,6268,,,
22,0.7783,0.6302,0.6498,0.8236,0.5236,0.4744,0.0008179,6553,,,
23,0.7834,0.5317,0.5683,0.8261,0.5182,0.4680,0.0008179,6836,,,
24,0.7838,0.4899,0.5509,0.8282,0.5136,0.4624,0.0008179,7120,,,
25,0.7859,0.5672,0.5029,0.8302,0.5043,0.4564,0.0008179,7402,,,
26,0.7898,0.5940,0.5088,0.8343,0.4992,0.4506,0.0008179,7686,,,
27,0.7890,0.6068,0.5947,0.8360,0.4924,0.4452,0.0008179,7969,,,
28,0.7971,0.5585,0.4706,0.8385,0.4867,0.4417,0.0008179,8252,,,
29,0.7978,0.5921,0.5696,0.8391,0.4832,0.4383,0.0008179,8538,,,
30,0.7983,0.5202,0.5044,0.8411,0.4803,0.4341,0.0008179,8893,0.8349,0.5091,0.4465
31,0.8053,0.3961,0.4313,0.8430,0.4759,0.4304,0.0007397,9176,,,
32,0.8071,0.6345,0.5546,0.8447,0.4714,0.4256,0.0007397,9458,,,
33,0.8060,0.5908,0.5349,0.8484,0.4664,0.4217,0.0007397,9741,,,
34,0.8017,0.3915,0.4179,0.8495,0.4633,0.4190,0.0007397,10025,,,
35,0.8093,0.3946,0.4481,0.8498,0.4621,0.4163,0.0007397,10308,,,
36,0.8147,0.3884,0.4442,0.8494,0.4605,0.4148,0.0007397,10590,,,
37,0.8031,0.5935,0.5314,0.8488,0.4595,0.4131,0.0007397,10872,,,
38,0.8110,0.5319,0.5228,0.8478,0.4599,0.4109,0.0007397,11155,,,
39,0.8208,0.4732,0.4217,0.8494,0.4597,0.4091,0.0007397,11439,,,
40,0.8132,0.4643,0.4695,0.8499,0.4590,0.4073,0.0007397,11799,0.8434,0.4859,0.4190
41,0.8219,0.3492,0.3957,0.8498,0.4589,0.4060,0.0006690,12082,,,
42,0.8233,0.3346,0.3641,0.8512,0.4551,0.4039,0.0006690,12370,,,
43,0.8247,0.5679,0.4964,0.8520,0.4533,0.4015,0.0006690,12656,,,
44,0.8245,0.5646,0.5295,0.8541,0.4511,0.3994,0.0006690,12940,,,
45,0.8233,0.5975,0.5315,0.8542,0.4502,0.3981,0.0006690,13225,,,
46,0.8279,0.5439,0.5587,0.8535,0.4470,0.3958,0.0006690,13507,,,
47,0.8238,0.5780,0.5059,0.8533,0.4451,0.3945,0.0006690,13797,,,
48,0.8277,0.4439,0.4258,0.8542,0.4430,0.3936,0.0006690,14095,,,
49,0.8255,0.3496,0.4431,0.8550,0.4406,0.3922,0.0006690,14391,,,
50,0.8256,0.6043,0.4754,0.8574,0.4394,0.3910,0.0006690,14755,0.8535,0.4663,0.4031
