epoch,training accuracy,training loss,training error,validation accuracy,validation loss,validation error,learning rate,time,test accuracy,test loss,test error
1,0.4331,1.5625,1.3637,0.5156,1.3611,1.2444,0.0010000,68,,,
2,0.5175,1.2707,1.1761,0.5295,1.3186,1.2190,0.0010000,199,,,
3,0.5699,1.4118,1.2594,0.5467,1.2724,1.1921,0.0010000,345,,,
4,0.6078,1.0089,0.9720,0.5673,1.2181,1.1633,0.0010000,516,,,
5,0.6304,1.0679,0.9926,0.5888,1.1621,1.1317,0.0010000,687,,,
6,0.6451,1.0899,0.9754,0.6152,1.1004,1.0955,0.0010000,807,,,
7,0.6647,0.7940,0.7769,0.6458,1.0334,1.0504,0.0010000,931,,,
8,0.6850,0.8594,0.8540,0.6704,0.9590,0.9895,0.0010000,1053,,,
9,0.6883,0.8507,0.8533,0.6983,0.8815,0.9192,0.0010000,1167,,,
10,0.6997,0.8209,0.8012,0.7235,0.8089,0.8403,0.0010000,1323,0.7169,0.8229,0.8464
11,0.7086,0.5802,0.6468,0.7385,0.7479,0.7619,0.0009044,1446,,,
12,0.7207,0.8313,0.8635,0.7561,0.7047,0.7096,0.0009044,1562,,,
13,0.7308,0.8095,0.7246,0.7673,0.6741,0.6718,0.0009044,1685,,,
14,0.7234,0.8038,0.7969,0.7745,0.6504,0.6473,0.0009044,1804,,,
15,0.7323,0.7666,0.6886,0.7831,0.6317,0.6260,0.0009044,1920,,,
16,0.7373,0.7281,0.7098,0.7902,0.6127,0.6027,0.0009044,2042,,,
17,0.7424,0.8061,0.6735,0.7961,0.5976,0.5865,0.0009044,2150,,,
18,0.7424,0.8980,0.7653,0.8005,0.5849,0.5722,0.0009044,2272,,,
19,0.7469,0.7925,0.7665,0.8043,0.5743,0.5587,0.0009044,2386,,,
20,0.7517,0.6302,0.6370,0.8100,0.5645,0.5480,0.0009044,2536,0.8009,0.5892,0.5604
21,0.7581,0.7459,0.6346,0.8111,0.5565,0.5393,0.0008179,2657,,,
22,0.7661,0.9158,0.7724,0.8153,0.5484,0.5290,0.0008179,2774,,,
23,0.7616,0.7729,0.7660,0.8164,0.5404,0.5208,0.0008179,2889,,,
24,0.7671,0.5132,0.5058,0.8173,0.5327,0.5113,0.0008179,3011,,,
25,0.7742,0.5230,0.6093,0.8188,0.5294,0.5065,0.0008179,3124,,,
26,0.7743,0.6636,0.5987,0.8207,0.5244,0.5024,0.0008179,3243,,,
27,0.7767,0.5778,0.5726,0.8226,0.5202,0.4957,0.0008179,3364,,,
28,0.7769,0.6794,0.5580,0.8235,0.5136,0.4910,0.0008179,3478,,,
29,0.7865,0.4222,0.4403,0.8257,0.5099,0.4867,0.0008179,3599,,,
30,0.7791,0.9732,0.8202,0.8263,0.5064,0.4812,0.0008179,3748,0.8237,0.5296,0.4904
31,0.7887,0.6292,0.6321,0.8291,0.5022,0.4765,0.0007397,3861,,,
32,0.7882,0.6955,0.6387,0.8322,0.4984,0.4739,0.0007397,3982,,,
33,0.7949,0.6207,0.6448,0.8334,0.4945,0.4686,0.0007397,4092,,,
34,0.7891,0.5869,0.5585,0.8356,0.4919,0.4647,0.0007397,4212,,,
35,0.7934,0.5816,0.6072,0.8371,0.4881,0.4616,0.0007397,4330,,,
36,0.7950,0.3893,0.4726,0.8391,0.4836,0.4575,0.0007397,4444,,,
37,0.7954,0.3590,0.3638,0.8392,0.4808,0.4562,0.0007397,4565,,,
38,0.7948,0.7521,0.7636,0.8386,0.4798,0.4542,0.0007397,4679,,,
39,0.7946,0.6746,0.5518,0.8394,0.4788,0.4542,0.0007397,4796,,,
40,0.7990,0.3673,0.4107,0.8426,0.4778,0.4534,0.0007397,4950,0.8335,0.5015,0.4639
41,0.8074,0.6311,0.5661,0.8436,0.4766,0.4504,0.0006690,5065,,,
42,0.8010,0.5967,0.5583,0.8440,0.4740,0.4474,0.0006690,5181,,,
43,0.7975,0.4946,0.4646,0.8439,0.4743,0.4462,0.0006690,5303,,,
44,0.8023,0.7086,0.6394,0.8444,0.4751,0.4450,0.0006690,5416,,,
45,0.8148,0.6173,0.6060,0.8445,0.4736,0.4417,0.0006690,5535,,,
46,0.8060,0.5878,0.6394,0.8462,0.4728,0.4405,0.0006690,5655,,,
47,0.8144,0.5982,0.5701,0.8462,0.4701,0.4380,0.0006690,5768,,,
48,0.8114,0.4322,0.4782,0.8467,0.4676,0.4356,0.0006690,5889,,,
49,0.8122,0.6312,0.5679,0.8459,0.4651,0.4322,0.0006690,5994,,,
50,0.8167,0.4011,0.4315,0.8456,0.4632,0.4304,0.0006690,6146,0.8430,0.4881,0.4407
