epoch,training accuracy,training loss,training error,validation accuracy,validation loss,validation error,learning rate,time,test accuracy,test loss,test error
1,0.4700,1.4262,1.2331,0.5611,1.2733,1.1462,0.0010000,216,,,
2,0.5482,1.0350,1.0609,0.5786,1.2290,1.1251,0.0010000,429,,,
3,0.6084,1.1044,1.0010,0.5946,1.1755,1.0995,0.0010000,629,,,
4,0.6385,0.8457,0.8368,0.6181,1.1141,1.0686,0.0010000,819,,,
5,0.6572,0.8452,0.8124,0.6426,1.0596,1.0472,0.0010000,1002,,,
6,0.6742,0.9323,0.9162,0.6622,1.0000,1.0152,0.0010000,1181,,,
7,0.6864,0.9237,0.8266,0.6867,0.9357,0.9728,0.0010000,1365,,,
8,0.7023,0.8080,0.7603,0.7052,0.8690,0.9197,0.0010000,1549,,,
9,0.7111,0.6134,0.6698,0.7242,0.8026,0.8563,0.0010000,1737,,,
10,0.7130,0.7521,0.7317,0.7432,0.7411,0.7888,0.0010000,1993,0.7442,0.7445,0.7882
11,0.7246,0.8528,0.7830,0.7568,0.6891,0.7201,0.0009044,2184,,,
12,0.7237,0.6151,0.7084,0.7683,0.6543,0.6748,0.0009044,2370,,,
13,0.7440,0.8958,0.8606,0.7783,0.6295,0.6429,0.0009044,2556,,,
14,0.7460,0.7308,0.7379,0.7833,0.6104,0.6237,0.0009044,2743,,,
15,0.7510,0.6526,0.6446,0.7883,0.5917,0.6010,0.0009044,2927,,,
16,0.7521,0.6068,0.6508,0.7938,0.5787,0.5855,0.0009044,3098,,,
17,0.7551,0.6953,0.6883,0.7988,0.5673,0.5720,0.0009044,3265,,,
18,0.7602,0.6964,0.7060,0.8023,0.5556,0.5590,0.0009044,3431,,,
19,0.7607,0.4688,0.4908,0.8058,0.5453,0.5473,0.0009044,3597,,,
20,0.7702,0.7350,0.6529,0.8098,0.5372,0.5391,0.0009044,3824,0.8168,0.5503,0.5361
21,0.7665,0.4992,0.5496,0.8128,0.5301,0.5307,0.0008179,3988,,,
22,0.7750,0.6363,0.6344,0.8148,0.5211,0.5223,0.0008179,4150,,,
23,0.7805,0.4680,0.5408,0.8168,0.5145,0.5149,0.0008179,4313,,,
24,0.7760,0.5778,0.6018,0.8218,0.5085,0.5074,0.0008179,4476,,,
25,0.7860,0.5806,0.5993,0.8233,0.5030,0.5009,0.0008179,4637,,,
26,0.7793,0.5518,0.5759,0.8273,0.4975,0.4942,0.0008179,4799,,,
27,0.7790,0.6740,0.5729,0.8303,0.4915,0.4910,0.0008179,4960,,,
28,0.7828,0.5240,0.5449,0.8308,0.4902,0.4876,0.0008179,5121,,,
29,0.7828,0.7455,0.6650,0.8303,0.4862,0.4844,0.0008179,5281,,,
30,0.7837,0.7044,0.5935,0.8298,0.4823,0.4794,0.0008179,5504,0.8351,0.4928,0.4792
31,0.7937,0.4867,0.5359,0.8313,0.4808,0.4755,0.0007397,5665,,,
32,0.7959,0.7473,0.6899,0.8378,0.4779,0.4709,0.0007397,5823,,,
33,0.7974,0.7230,0.6007,0.8363,0.4747,0.4680,0.0007397,5983,,,
34,0.7939,0.6750,0.6757,0.8368,0.4722,0.4642,0.0007397,6141,,,
35,0.8042,0.5639,0.5159,0.8403,0.4682,0.4599,0.0007397,6300,,,
36,0.8026,0.3680,0.3841,0.8438,0.4660,0.4571,0.0007397,6458,,,
37,0.8048,0.5024,0.4959,0.8433,0.4635,0.4526,0.0007397,6617,,,
38,0.7997,0.5780,0.6132,0.8433,0.4587,0.4496,0.0007397,6775,,,
39,0.8047,0.4072,0.4557,0.8428,0.4570,0.4474,0.0007397,6934,,,
40,0.8022,0.6489,0.6159,0.8413,0.4547,0.4461,0.0007397,7152,0.8450,0.4605,0.4446
41,0.8061,0.5973,0.5941,0.8433,0.4536,0.4431,0.0006690,7314,,,
42,0.8110,0.6256,0.5590,0.8443,0.4525,0.4402,0.0006690,7474,,,
43,0.8184,0.4560,0.4586,0.8463,0.4518,0.4378,0.0006690,7634,,,
44,0.8135,0.7074,0.5390,0.8448,0.4486,0.4345,0.0006690,7801,,,
45,0.8093,0.5479,0.4959,0.8493,0.4479,0.4332,0.0006690,7978,,,
46,0.8029,0.4116,0.4642,0.8458,0.4483,0.4324,0.0006690,8154,,,
47,0.8177,0.3798,0.3577,0.8463,0.4446,0.4299,0.0006690,8326,,,
48,0.8191,0.6637,0.6529,0.8463,0.4432,0.4286,0.0006690,8485,,,
49,0.8143,0.5284,0.5300,0.8473,0.4398,0.4246,0.0006690,8655,,,
50,0.8165,0.5273,0.5260,0.8468,0.4384,0.4211,0.0006690,8881,0.8553,0.4463,0.4253
FINAL TEST,,,,,,,,8944,0.8524,0.4521,0.4339
