epoch,training accuracy,training loss,training error,validation accuracy,validation loss,validation error,learning rate,time,test accuracy,test loss,test error
1,0.6517,1.1584,1.0218,0.7630,0.7862,0.6617,0.0010000,366,,,
2,0.7634,0.7537,0.5708,0.7913,0.6920,0.6032,0.0010000,716,,,
3,0.8161,0.2796,0.3374,0.8145,0.6061,0.5479,0.0010000,1051,,,
4,0.8430,0.6272,0.4557,0.8388,0.5339,0.4966,0.0010000,1378,,,
5,0.8551,0.2159,0.2660,0.8529,0.4699,0.4536,0.0010000,1729,,,
6,0.8733,0.3380,0.2982,0.8750,0.4092,0.4079,0.0010000,2100,,,
7,0.8780,0.2754,0.3150,0.8917,0.3466,0.3574,0.0010000,2426,,,
8,0.8972,0.2918,0.3079,0.9105,0.2852,0.3023,0.0010000,2748,,,
9,0.9023,0.3623,0.3550,0.9261,0.2281,0.2449,0.0010000,3071,,,
10,0.9084,0.3174,0.2976,0.9384,0.1803,0.1939,0.0010000,3419,0.9467,0.1646,0.1922
11,0.9152,0.2364,0.2455,0.9518,0.1459,0.1524,0.0009044,3738,,,
12,0.9238,0.1923,0.1567,0.9594,0.1242,0.1270,0.0009044,4057,,,
13,0.9203,0.1514,0.1971,0.9612,0.1133,0.1139,0.0009044,4377,,,
14,0.9250,0.2011,0.1755,0.9634,0.1017,0.1034,0.0009044,4698,,,
15,0.9234,0.2946,0.2333,0.9652,0.0955,0.0958,0.0009044,5016,,,
16,0.9288,0.2478,0.2907,0.9674,0.0881,0.0888,0.0009044,5339,,,
17,0.9335,0.2314,0.2695,0.9692,0.0860,0.0837,0.0009044,5656,,,
18,0.9349,0.1871,0.2138,0.9721,0.0815,0.0786,0.0009044,5973,,,
19,0.9340,0.1694,0.1611,0.9728,0.0796,0.0752,0.0009044,6292,,,
20,0.9380,0.2584,0.2135,0.9754,0.0771,0.0716,0.0009044,6634,0.9819,0.0574,0.0635
21,0.9413,0.1371,0.1524,0.9757,0.0751,0.0693,0.0008179,6954,,,
22,0.9421,0.2049,0.2014,0.9783,0.0716,0.0654,0.0008179,7273,,,
23,0.9449,0.1540,0.1272,0.9783,0.0684,0.0633,0.0008179,7588,,,
24,0.9465,0.1212,0.1554,0.9804,0.0669,0.0610,0.0008179,7909,,,
25,0.9498,0.1846,0.1771,0.9801,0.0645,0.0592,0.0008179,8223,,,
26,0.9452,0.0750,0.0951,0.9815,0.0641,0.0580,0.0008179,8541,,,
27,0.9497,0.0231,0.0404,0.9826,0.0631,0.0565,0.0008179,8859,,,
28,0.9528,0.0424,0.0671,0.9826,0.0600,0.0543,0.0008179,9171,,,
29,0.9463,0.0524,0.0774,0.9815,0.0588,0.0539,0.0008179,9484,,,
30,0.9509,0.1218,0.1219,0.9819,0.0569,0.0523,0.0008179,9830,0.9859,0.0411,0.0456
31,0.9525,0.0442,0.0732,0.9830,0.0551,0.0514,0.0007397,10148,,,
32,0.9551,0.1886,0.1407,0.9819,0.0543,0.0508,0.0007397,10466,,,
33,0.9556,0.0732,0.0718,0.9815,0.0528,0.0504,0.0007397,10781,,,
34,0.9560,0.1006,0.0958,0.9833,0.0500,0.0488,0.0007397,11096,,,
35,0.9566,0.0098,0.0184,0.9833,0.0481,0.0476,0.0007397,11412,,,
36,0.9564,0.1581,0.1320,0.9841,0.0469,0.0469,0.0007397,11725,,,
37,0.9568,0.0775,0.1015,0.9841,0.0458,0.0461,0.0007397,12041,,,
38,0.9578,0.0780,0.1008,0.9830,0.0452,0.0451,0.0007397,12356,,,
39,0.9544,0.1887,0.1864,0.9833,0.0443,0.0440,0.0007397,12670,,,
40,0.9593,0.0648,0.0894,0.9833,0.0430,0.0438,0.0007397,13015,0.9877,0.0344,0.0364
41,0.9602,0.1142,0.1530,0.9841,0.0413,0.0429,0.0006690,13330,,,
42,0.9580,0.0606,0.0810,0.9837,0.0415,0.0430,0.0006690,13647,,,
43,0.9608,0.0211,0.0369,0.9855,0.0411,0.0417,0.0006690,13961,,,
44,0.9634,0.1277,0.1111,0.9848,0.0413,0.0415,0.0006690,14274,,,
45,0.9589,0.1157,0.1306,0.9844,0.0409,0.0412,0.0006690,14588,,,
46,0.9652,0.0294,0.0451,0.9851,0.0409,0.0408,0.0006690,14903,,,
47,0.9634,0.0504,0.0817,0.9844,0.0403,0.0403,0.0006690,15218,,,
48,0.9596,0.1144,0.1414,0.9859,0.0396,0.0398,0.0006690,15532,,,
49,0.9644,0.0721,0.0899,0.9848,0.0398,0.0397,0.0006690,15848,,,
50,0.9640,0.0294,0.0416,0.9855,0.0392,0.0393,0.0006690,16192,0.9895,0.0307,0.0335
